2018/2/3,B737,130
2018/2/4,B737,118
2018/2/5,B737,135
2018/2/6,B737,123
2018/2/7,B737,122
2018/2/8,B737,126
2018/2/9,B737,113
2018/2/10,B737,130
2018/2/11,B737,128
2018/2/12,B737,121
2018/2/13,B737,123
2018/2/14,B737,122
2018/2/15,B737,127
2018/2/16,B737,112
2018/2/17,B737,134
2018/2/18,B737,136
2018/2/19,B737,123
2018/2/20,B737,134
2018/2/21,B737,128
2018/2/22,B737,122
2018/2/23,B737,123
2018/2/24,B737,127
2018/2/25,B737,121
2018/2/26,B737,121
2018/2/27,B737,132
2018/2/28,B737,128
2018/3/1,B737,135
2018/3/2,B737,125
2018/3/3,B737,121
2018/3/4,B737,131
2018/3/5,B737,124
2018/3/6,B737,134
2018/3/7,B737,122
2018/3/8,B737,131
2018/3/9,B737,124
2018/3/10,B737,123
2018/3/11,B737,123
2018/3/12,B737,122
2018/3/13,B737,133
2018/3/14,B737,122
2018/3/15,B737,119
2018/3/16,B737,125
2018/3/17,B737,129
2018/3/18,B737,132
2018/3/19,B737,128
2018/3/20,B737,139
2018/3/21,B737,130
2018/3/22,B737,134
2018/3/23,B737,116
2018/3/24,B737,126
2018/3/25,B737,124
2018/3/26,B737,132
2018/3/27,B737,116
2018/3/28,B737,128
2018/3/29,B737,133
2018/3/30,B737,130
2018/3/31,B737,122
2018/4/1,B737,119
2018/4/2,B737,127
2018/4/3,B737,126
2018/4/4,B737,133
2018/4/5,B737,126
2018/4/6,B737,124
2018/4/7,B737,133
2018/4/8,B737,123
2018/4/9,B737,119
2018/4/10,B737,124
2018/4/11,B737,109
2018/4/12,B737,112
2018/4/13,B737,108
2018/4/14,B737,115
2018/4/15,B737,130
2018/4/16,B737,112
2018/4/17,B737,126
2018/4/18,B737,116
2018/4/19,B737,116
2018/4/20,B737,106
2018/4/21,B737,116
2018/4/22,B737,130
2018/4/23,B737,119
2018/4/24,B737,118
2018/4/25,B737,120
2018/4/26,B737,125
2018/4/27,B737,129
2018/4/28,B737,122
2018/4/29,B737,122
2018/4/30,B737,127
2018/5/1,B737,120
2018/5/2,B737,128
2018/5/3,B737,136
2018/5/4,B737,125
2018/5/5,B737,130
2018/5/6,B737,119
2018/5/7,B737,121
2018/5/8,B737,127
2018/5/9,B737,115
2018/5/10,B737,127
2018/5/11,B737,125
2018/5/12,B737,129
2018/5/13,B737,125
2018/5/14,B737,118
2018/5/15,B737,112
2018/5/16,B737,101
2018/5/17,B737,138
2018/5/18,B737,125
2018/5/19,B737,136
2018/5/20,B737,123
2018/5/21,B737,115
2018/5/22,B737,129
2018/5/23,B737,126
2018/5/24,B737,129
2018/5/25,B737,117
2018/5/26,B737,116
2018/5/27,B737,127
2018/5/28,B737,131
2018/5/29,B737,124
2018/5/30,B737,129
2018/5/31,B737,136
2018/6/1,B737,129
2018/6/2,B737,138
2018/6/3,B737,128
2018/6/4,B737,109
2018/6/5,B737,130
2018/6/6,B737,115
2018/6/7,B737,130
2018/6/8,B737,130
2018/6/9,B737,132
2018/6/10,B737,133
2018/6/11,B737,129
2018/6/12,B737,136
2018/6/13,B737,134
2018/6/14,B737,137
2018/6/15,B737,123
2018/6/16,B737,133
2018/6/17,B737,136
2018/6/18,B737,129
2018/6/19,B737,135
2018/6/20,B737,124
2018/6/21,B737,131
2018/6/22,B737,122
2018/6/23,B737,128
2018/6/24,B737,129
2018/6/25,B737,105
2018/6/26,B737,135
2018/6/27,B737,102
2018/6/28,B737,113
2018/6/29,B737,128
2018/6/30,B737,137
